time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,4220,421,1,360,500,35,3.1,3.1
20,4,2,2,19,19,63860,6329,1,6400,7020,634,1.5,1.5
30,4,2,2,19,19,78200,7806,1,8120,15000,810,1.3,1.3
40,4,2,2,19,19,104260,10410,1,10900,25680,1088,1.2,1.2
50,4,2,2,19,19,79580,7934,1,8260,33760,823,1.2,1.2
60,4,2,2,19,19,79800,7967,1,8400,41920,838,1.2,1.2
70,4,2,2,19,19,106680,10654,1,11200,52780,1118,1.2,1.2
80,4,2,2,19,19,81080,8095,1,8260,60920,824,1.2,1.2
90,4,2,2,19,19,77940,7773,1,8020,69040,799,1.2,1.2
100,4,2,2,19,19,106820,10667,1,10720,79880,1070,1.2,1.2
110,4,2,2,19,19,78680,7856,1,8220,88040,820,1.1,1.1
120,4,2,2,19,19,80860,8075,1,8360,96160,834,1.1,1.1
130,4,2,2,19,19,104660,10450,1,10660,107040,1064,1.1,1.1
140,4,2,2,19,19,80920,8081,1,8560,115260,854,1.1,1.1
150,4,2,2,19,19,79660,7953,1,8200,123440,818,1.1,1.1
160,4,2,2,19,19,106220,10609,1,11040,134380,1102,1.1,1.1
170,4,2,2,19,19,80660,8055,1,8380,142560,836,1.1,1.1
180,4,2,2,19,19,78880,7876,1,8460,150760,844,1.1,1.1
