time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,1,0,0,0,0.0,0.0
20,4,2,2,19,19,13660,1359,1,1440,1400,143,2.4,2.4
30,4,2,2,19,19,72060,7190,1,7320,8880,730,1.4,1.4
40,4,2,2,19,19,77840,7768,1,7920,16840,790,1.2,1.2
50,4,2,2,19,19,78200,7808,1,8160,24820,814,1.2,1.2
60,4,2,2,19,19,106100,10594,1,10660,35620,1064,1.2,1.2
70,4,2,2,19,19,79680,7956,1,8220,43780,820,1.1,1.1
80,4,2,2,19,19,80080,7996,1,8100,51940,808,1.1,1.1
90,4,2,2,19,19,106940,10664,1,10800,62860,1076,1.1,1.1
100,4,2,2,19,19,78160,7805,1,8400,70960,838,1.1,1.1
110,4,2,2,19,19,81520,8139,1,8540,79160,852,1.1,1.1
120,4,2,2,19,19,106260,10613,1,11380,90020,1136,1.1,1.1
130,4,2,2,19,19,80120,8002,1,7920,98200,791,1.1,1.1
140,4,2,2,19,19,79060,7895,1,8040,106420,802,1.1,1.1
150,4,2,2,19,19,108900,10872,1,11320,117320,1130,1.1,1.1
160,4,2,2,19,19,80840,8074,1,8420,125540,840,1.1,1.1
170,4,2,2,19,19,78920,7880,1,7700,133720,768,1.1,1.1
180,4,2,2,19,19,107240,10706,1,11080,144640,1106,1.1,1.1
