time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,69800,6936,1,7480,7200,743,1.5,1.5
30,4,2,2,19,19,76900,7668,1,7840,15020,781,1.3,1.3
40,4,2,2,19,19,78060,7790,1,8100,23040,808,1.2,1.2
50,4,2,2,19,19,103760,10357,1,10400,33680,1038,1.2,1.2
60,4,2,2,19,19,78500,7830,1,8160,41780,813,1.2,1.2
70,4,2,2,19,19,78880,7876,1,8120,49900,810,1.2,1.2
80,4,2,2,19,19,106880,10664,1,10400,60760,1037,1.1,1.1
90,4,2,2,19,19,78220,7799,1,8200,68880,817,1.1,1.1
100,4,2,2,19,19,80640,8050,1,7940,77020,792,1.1,1.1
110,4,2,2,19,19,105500,10528,1,11440,87880,1141,1.1,1.1
120,4,2,2,19,19,80600,8044,1,8440,96000,842,1.1,1.1
130,4,2,2,19,19,79480,7936,1,8420,104180,840,1.1,1.1
140,4,2,2,19,19,106440,10631,1,10880,115120,1086,1.1,1.1
150,4,2,2,19,19,79380,7923,1,8260,123300,824,1.1,1.1
160,4,2,2,19,19,81460,8133,1,8420,131480,840,1.1,1.1
170,4,2,2,19,19,106960,10678,1,11060,142420,1104,1.1,1.1
180,4,2,2,19,19,79060,7894,1,7920,150600,790,1.1,1.1
