time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,6600,659,1,840,700,83,2.8,2.8
20,4,2,2,19,19,65160,6466,1,6500,7300,645,1.5,1.5
30,4,2,2,19,19,78440,7829,1,8140,15260,812,1.3,1.3
40,4,2,2,19,19,103980,10377,1,11060,25900,1103,1.2,1.2
50,4,2,2,19,19,79540,7942,1,8160,34000,814,1.2,1.2
60,4,2,2,19,19,79260,7913,1,8020,42120,800,1.2,1.2
70,4,2,2,19,19,106780,10663,1,11060,53020,1104,1.1,1.1
80,4,2,2,19,19,79220,7912,1,8040,61120,803,1.1,1.1
90,4,2,2,19,19,78860,7867,1,8480,69240,845,1.1,1.1
100,4,2,2,19,19,105720,10558,1,10520,80080,1050,1.1,1.1
110,4,2,2,19,19,79520,7940,1,8120,88280,810,1.1,1.1
120,4,2,2,19,19,79380,7927,1,7700,96440,769,1.1,1.1
130,4,2,2,19,19,105760,10562,1,10340,107360,1032,1.1,1.1
140,4,2,2,19,19,80720,8060,1,8700,115520,868,1.1,1.1
150,4,2,2,19,19,79780,7968,1,8200,123680,819,1.1,1.1
160,4,2,2,19,19,80100,8000,1,7900,131880,789,1.1,1.1
170,4,2,2,19,19,106300,10616,1,10740,142800,1072,1.1,1.1
180,4,2,2,19,19,79560,7945,1,8000,151000,798,1.1,1.1
