time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,4020,401,1,440,460,43,4.0,4.0
20,4,2,2,19,19,64420,6385,1,6660,7020,660,1.5,1.5
30,4,2,2,19,19,78500,7837,1,7880,15000,786,1.3,1.3
40,4,2,2,19,19,103200,10303,1,10820,25680,1080,1.2,1.2
50,4,2,2,19,19,77820,7767,1,8020,33700,800,1.2,1.2
60,4,2,2,19,19,78600,7849,1,7940,41760,792,1.2,1.2
70,4,2,2,19,19,105840,10569,1,10840,52580,1082,1.2,1.2
80,4,2,2,19,19,79460,7934,1,8440,60700,842,1.2,1.2
90,4,2,2,19,19,78360,7815,1,8320,68800,829,1.2,1.2
100,4,2,2,19,19,106680,10653,1,10720,79640,1070,1.2,1.2
110,4,2,2,19,19,78540,7840,1,8220,87800,820,1.2,1.2
120,4,2,2,19,19,80840,8073,1,8400,95940,838,1.2,1.2
130,4,2,2,19,19,104980,10483,1,10980,106780,1096,1.1,1.1
140,4,2,2,19,19,78820,7870,1,8020,114920,800,1.1,1.1
150,4,2,2,19,19,79240,7913,1,8080,123060,806,1.1,1.1
160,4,2,2,19,19,107120,10697,1,11200,133960,1118,1.1,1.1
170,4,2,2,19,19,80680,8051,1,7960,142120,794,1.1,1.1
180,4,2,2,19,19,78680,7858,1,7780,150320,777,1.1,1.1
