time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,74440,7395,1,7860,7660,780,1.4,1.4
30,4,2,2,19,19,77800,7762,1,8020,15560,800,1.3,1.3
40,4,2,2,19,19,78580,7844,1,7920,23680,790,1.2,1.2
50,4,2,2,19,19,105880,10571,1,10860,34420,1084,1.2,1.2
60,4,2,2,19,19,78940,7881,1,8400,42540,838,1.2,1.2
70,4,2,2,19,19,80500,8037,1,8260,50720,824,1.2,1.2
80,4,2,2,19,19,107020,10685,1,11080,61600,1106,1.1,1.1
90,4,2,2,19,19,79980,7976,1,8360,69780,833,1.1,1.1
100,4,2,2,19,19,79880,7976,1,8260,77940,824,1.1,1.1
110,4,2,2,19,19,104920,10476,1,10540,88780,1052,1.1,1.1
120,4,2,2,19,19,80760,8064,1,8540,96960,852,1.1,1.1
130,4,2,2,19,19,78580,7843,1,7940,105080,792,1.1,1.1
140,4,2,2,19,19,107440,10728,1,11380,116040,1136,1.1,1.1
150,4,2,2,19,19,79600,7948,1,8240,124220,822,1.1,1.1
160,4,2,2,19,19,81000,8088,1,8040,132460,802,1.1,1.1
170,4,2,2,19,19,107060,10689,1,11360,143420,1134,1.1,1.1
180,4,2,2,19,19,79580,7948,1,8100,151640,809,1.1,1.1
