time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,9840,978,1,980,1080,97,2.4,2.4
30,4,2,2,19,19,70720,7050,1,6840,8380,681,1.3,1.3
40,4,2,2,19,19,78400,7828,1,7820,16320,780,1.2,1.2
50,4,2,2,19,19,104180,10402,1,10560,27100,1054,1.2,1.2
60,4,2,2,19,19,81040,8087,1,8700,35200,868,1.1,1.1
70,4,2,2,19,19,78920,7880,1,7860,43380,784,1.1,1.1
80,4,2,2,19,19,106020,10584,1,10620,54260,1060,1.1,1.1
90,4,2,2,19,19,80420,8019,1,8560,62440,853,1.1,1.1
100,4,2,2,19,19,78980,7887,1,8160,70560,814,1.1,1.1
110,4,2,2,19,19,105200,10501,1,10580,81380,1056,1.1,1.1
120,4,2,2,19,19,79320,7922,1,8360,89560,834,1.1,1.1
130,4,2,2,19,19,79400,7925,1,7460,97740,744,1.1,1.1
140,4,2,2,19,19,106840,10659,1,10520,108640,1049,1.1,1.1
150,4,2,2,19,19,79200,7908,1,7860,116820,784,1.1,1.1
160,4,2,2,19,19,80740,8063,1,8240,125040,822,1.1,1.1
170,4,2,2,19,19,105360,10521,1,10340,136000,1032,1.1,1.1
180,4,2,2,19,19,81860,8175,1,8400,144220,838,1.1,1.1
