time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,5540,553,1,520,620,51,3.2,3.2
20,4,2,2,19,19,63060,6219,1,6360,7080,627,1.5,1.5
30,4,2,2,19,19,78000,7788,1,7680,15000,766,1.3,1.3
40,4,2,2,19,19,103940,10379,1,10780,25700,1076,1.2,1.2
50,4,2,2,19,19,79360,7923,1,8820,33780,880,1.2,1.2
60,4,2,2,19,19,79260,7908,1,8260,41880,824,1.2,1.2
70,4,2,2,19,19,106820,10667,1,11160,52820,1114,1.2,1.2
80,4,2,2,19,19,80740,8062,1,8280,60960,826,1.2,1.2
90,4,2,2,19,19,78420,7824,1,8380,69140,836,1.1,1.1
100,4,2,2,19,19,106780,10662,1,10800,80040,1078,1.1,1.1
110,4,2,2,19,19,79140,7903,1,7960,88220,794,1.1,1.1
120,4,2,2,19,19,80940,8081,1,8540,96360,852,1.1,1.1
130,4,2,2,19,19,105640,10549,1,10840,107280,1082,1.1,1.1
140,4,2,2,19,19,81400,8126,1,8680,115500,866,1.1,1.1
150,4,2,2,19,19,80580,8046,1,8300,123720,828,1.1,1.1
160,4,2,2,19,19,107260,10706,1,10800,134660,1078,1.1,1.1
170,4,2,2,19,19,80520,8041,1,8120,142900,810,1.1,1.1
180,4,2,2,19,19,79600,7948,1,8140,151100,812,1.1,1.1
