time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,71420,7060,1,7060,7380,697,1.5,1.5
30,4,2,2,19,19,78580,7843,1,7920,15380,790,1.3,1.3
40,4,2,2,19,19,78460,7827,1,8380,23420,836,1.2,1.2
50,4,2,2,19,19,105160,10498,1,11020,34180,1100,1.2,1.2
60,4,2,2,19,19,79280,7916,1,8600,42340,858,1.2,1.2
70,4,2,2,19,19,79440,7929,1,7700,50480,768,1.2,1.2
80,4,2,2,19,19,107240,10707,1,11040,61400,1102,1.1,1.1
90,4,2,2,19,19,79420,7920,1,8540,69540,851,1.1,1.1
100,4,2,2,19,19,80100,7994,1,7820,77700,780,1.1,1.1
110,4,2,2,19,19,104780,10464,1,10380,88600,1036,1.1,1.1
120,4,2,2,19,19,79200,7908,1,7940,96740,792,1.1,1.1
130,4,2,2,19,19,79460,7930,1,8260,104920,824,1.1,1.1
140,4,2,2,19,19,107200,10702,1,11040,115860,1102,1.1,1.1
150,4,2,2,19,19,79700,7959,1,8260,124060,824,1.1,1.1
160,4,2,2,19,19,80740,8063,1,8520,132320,850,1.1,1.1
170,4,2,2,19,19,106760,10660,1,10920,143240,1090,1.1,1.1
180,4,2,2,19,19,79740,7963,1,8640,151480,862,1.1,1.1
