time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,7140,713,1,780,780,77,3.3,3.3
20,4,2,2,19,19,67260,6660,1,7280,7660,720,1.5,1.5
30,4,2,2,19,19,78740,7858,1,7740,15620,772,1.3,1.3
40,4,2,2,19,19,104240,10407,1,10760,26320,1074,1.2,1.2
50,4,2,2,19,19,79220,7910,1,8180,34440,816,1.2,1.2
60,4,2,2,19,19,79780,7960,1,8660,42580,864,1.2,1.2
70,4,2,2,19,19,106220,10607,1,10700,53460,1068,1.2,1.2
80,4,2,2,19,19,80040,7992,1,8160,61620,814,1.1,1.1
90,4,2,2,19,19,79080,7889,1,8620,69740,859,1.1,1.1
100,4,2,2,19,19,105480,10529,1,10300,80580,1028,1.1,1.1
110,4,2,2,19,19,78660,7850,1,7940,88720,792,1.1,1.1
120,4,2,2,19,19,80540,8042,1,7900,96880,788,1.1,1.1
130,4,2,2,19,19,105960,10581,1,10880,107780,1086,1.1,1.1
140,4,2,2,19,19,79340,7921,1,8720,115920,870,1.1,1.1
150,4,2,2,19,19,79340,7923,1,7920,124100,790,1.1,1.1
160,4,2,2,19,19,80960,8080,1,8560,132340,854,1.1,1.1
170,4,2,2,19,19,107480,10734,1,11280,143300,1126,1.1,1.1
180,4,2,2,19,19,80100,8000,1,8240,151520,823,1.1,1.1
