time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,20,1,1,0,0,0,0.0,0.0
20,4,2,2,19,19,10880,1082,1,1260,1140,125,2.3,2.3
30,4,2,2,19,19,72820,7259,1,7380,8560,735,1.3,1.3
40,4,2,2,19,19,76840,7670,1,7860,16420,784,1.2,1.2
50,4,2,2,19,19,103920,10372,1,10900,27040,1087,1.2,1.2
60,4,2,2,19,19,80060,7991,1,7920,35160,790,1.2,1.2
70,4,2,2,19,19,78300,7818,1,7740,43240,772,1.2,1.2
80,4,2,2,19,19,104760,10457,1,10700,54060,1068,1.1,1.1
90,4,2,2,19,19,79920,7972,1,8360,62180,833,1.1,1.1
100,4,2,2,19,19,78020,7791,1,7800,70260,778,1.1,1.1
110,4,2,2,19,19,105800,10565,1,10920,81040,1090,1.1,1.1
120,4,2,2,19,19,79440,7932,1,8220,89200,820,1.1,1.1
130,4,2,2,19,19,80220,8010,1,8280,97320,826,1.1,1.1
140,4,2,2,19,19,106020,10586,1,10720,108180,1070,1.1,1.1
150,4,2,2,19,19,80020,7990,1,8340,116360,832,1.1,1.1
160,4,2,2,19,19,79100,7900,1,8000,124520,799,1.1,1.1
170,4,2,2,19,19,107100,10695,1,11480,135460,1146,1.1,1.1
180,4,2,2,19,19,79980,7987,1,8540,143580,852,1.1,1.1
