time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,67100,6652,1,6920,6880,686,1.5,1.5
30,4,2,2,19,19,78360,7787,1,8460,14800,840,1.3,1.3
40,4,2,2,19,19,76820,7657,1,8060,22760,803,1.2,1.2
50,4,2,2,19,19,105460,10511,1,10820,33480,1078,1.2,1.2
60,4,2,2,19,19,79160,7885,1,7860,41600,782,1.2,1.2
70,4,2,2,19,19,78780,7838,1,7820,49700,778,1.2,1.2
80,4,2,2,19,19,107640,10739,1,11400,60520,1137,1.2,1.2
90,4,2,2,19,19,79000,7866,1,8260,68680,822,1.1,1.1
100,4,2,2,19,19,80040,7984,1,8120,76800,809,1.1,1.1
110,4,2,2,19,19,105260,10503,1,10800,87640,1077,1.1,1.1
120,4,2,2,19,19,80380,8013,1,8260,95800,823,1.1,1.1
130,4,2,2,19,19,77940,7770,1,7960,103920,793,1.1,1.1
140,4,2,2,19,19,105240,10498,1,10540,114760,1051,1.1,1.1
150,4,2,2,19,19,79580,7935,1,8340,122960,831,1.1,1.1
160,4,2,2,19,19,80640,8051,1,8460,131140,844,1.1,1.1
170,4,2,2,19,19,108000,10778,1,11540,142040,1151,1.1,1.1
180,4,2,2,19,19,79220,7903,1,8180,150240,816,1.1,1.1
