time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,1,0,0,0,0.0,0.0
20,4,2,2,19,19,2480,246,1,320,300,31,3.5,3.5
30,4,2,2,19,19,91620,9142,1,9380,9680,936,1.3,1.3
40,4,2,2,19,19,78160,7799,1,8160,17600,814,1.2,1.2
50,4,2,2,19,19,78500,7838,1,8560,25640,854,1.2,1.2
60,4,2,2,19,19,80920,8080,1,8680,33780,866,1.2,1.2
70,4,2,2,19,19,106340,10619,1,11020,44620,1100,1.1,1.1
80,4,2,2,19,19,78660,7851,1,7780,52780,776,1.1,1.1
90,4,2,2,19,19,80440,8015,1,7960,60960,793,1.1,1.1
100,4,2,2,19,19,103560,10341,1,10420,71780,1040,1.1,1.1
110,4,2,2,19,19,80600,8043,1,8120,79940,810,1.1,1.1
120,4,2,2,19,19,78480,7838,1,8100,88100,809,1.1,1.1
130,4,2,2,19,19,106880,10673,1,10760,99000,1074,1.1,1.1
140,4,2,2,19,19,80220,8008,1,8480,107200,846,1.1,1.1
150,4,2,2,19,19,80240,8014,1,8440,115360,842,1.1,1.1
160,4,2,2,19,19,106540,10638,1,10700,126280,1068,1.1,1.1
170,4,2,2,19,19,78700,7856,1,7960,134460,794,1.1,1.1
180,4,2,2,19,19,80740,8063,1,8340,142680,832,1.1,1.1
