time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,3920,391,1,460,460,45,3.1,3.1
20,4,2,2,19,19,62460,6196,1,6840,6780,678,1.4,1.4
30,4,2,2,19,19,76800,7666,1,7700,14560,768,1.3,1.3
40,4,2,2,19,19,77480,7728,1,7820,22620,780,1.2,1.2
50,4,2,2,19,19,104820,10464,1,10140,33340,1012,1.2,1.2
60,4,2,2,19,19,79600,7944,1,8160,41500,814,1.2,1.2
70,4,2,2,19,19,79600,7947,1,8140,49660,812,1.2,1.2
80,4,2,2,19,19,107240,10702,1,10820,60520,1079,1.1,1.1
90,4,2,2,19,19,78680,7843,1,7660,68680,763,1.1,1.1
100,4,2,2,19,19,81280,8111,1,8460,76800,844,1.1,1.1
110,4,2,2,19,19,105860,10571,1,11140,87700,1112,1.1,1.1
120,4,2,2,19,19,81380,8125,1,8660,95820,864,1.1,1.1
130,4,2,2,19,19,78220,7807,1,8260,103980,824,1.1,1.1
140,4,2,2,19,19,106920,10666,1,10820,114840,1079,1.1,1.1
150,4,2,2,19,19,80820,8070,1,8520,123020,850,1.1,1.1
160,4,2,2,19,19,80080,7996,1,7920,131220,790,1.1,1.1
170,4,2,2,19,19,108180,10802,1,10820,142140,1080,1.1,1.1
180,4,2,2,19,19,78520,7841,1,8160,150340,814,1.1,1.1
