time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,5060,505,1,660,540,65,3.1,3.1
20,4,2,2,19,19,63120,6230,1,6340,7020,625,1.5,1.5
30,4,2,2,19,19,76660,7652,1,7540,14880,752,1.3,1.3
40,4,2,2,19,19,103180,10302,1,10780,25520,1076,1.2,1.2
50,4,2,2,19,19,79340,7920,1,8060,33580,804,1.2,1.2
60,4,2,2,19,19,78480,7836,1,7620,41680,760,1.2,1.2
70,4,2,2,19,19,105960,10581,1,10840,52540,1082,1.2,1.2
80,4,2,2,19,19,80580,8045,1,7980,60680,796,1.2,1.2
90,4,2,2,19,19,79400,7918,1,8260,68820,823,1.1,1.1
100,4,2,2,19,19,106160,10600,1,10500,79640,1048,1.1,1.1
110,4,2,2,19,19,78580,7845,1,8180,87800,816,1.1,1.1
120,4,2,2,19,19,80340,8022,1,8380,95900,836,1.1,1.1
130,4,2,2,19,19,79680,7956,1,8520,104060,850,1.1,1.1
140,4,2,2,19,19,107020,10685,1,11100,114920,1108,1.1,1.1
150,4,2,2,19,19,78620,7844,1,7740,123120,772,1.1,1.1
160,4,2,2,19,19,80220,8010,1,7940,131300,792,1.1,1.1
170,4,2,2,19,19,107620,10746,1,11100,142240,1108,1.1,1.1
180,4,2,2,19,19,79540,7941,1,8240,150460,822,1.1,1.1
