time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,70840,7025,1,7040,7280,698,1.4,1.4
30,4,2,2,19,19,77560,7740,1,7600,15180,758,1.3,1.3
40,4,2,2,19,19,78120,7798,1,8200,23240,818,1.2,1.2
50,4,2,2,19,19,105060,10489,1,11140,33940,1112,1.2,1.2
60,4,2,2,19,19,79160,7901,1,8000,42080,798,1.2,1.2
70,4,2,2,19,19,80540,8040,1,8340,50200,832,1.2,1.2
80,4,2,2,19,19,106460,10628,1,10700,61060,1068,1.1,1.1
90,4,2,2,19,19,78280,7804,1,7940,69180,791,1.1,1.1
100,4,2,2,19,19,79900,7979,1,7940,77380,792,1.1,1.1
110,4,2,2,19,19,104880,10473,1,10340,88240,1032,1.1,1.1
120,4,2,2,19,19,80280,8016,1,8080,96440,806,1.1,1.1
130,4,2,2,19,19,79240,7910,1,7860,104600,784,1.1,1.1
140,4,2,2,19,19,107220,10701,1,10740,115520,1071,1.1,1.1
150,4,2,2,19,19,80120,8001,1,8280,123740,826,1.1,1.1
160,4,2,2,19,19,80500,8037,1,8480,132000,846,1.1,1.1
170,4,2,2,19,19,106940,10680,1,10580,142940,1056,1.1,1.1
180,4,2,2,19,19,80620,8048,1,8260,151160,824,1.1,1.1
