time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,2960,295,1,260,380,25,3.7,3.7
20,4,2,2,19,19,59080,5862,1,5920,6460,587,1.7,1.7
30,4,2,2,19,19,77480,7734,1,7540,14320,752,1.4,1.4
40,4,2,2,19,19,102780,10257,1,10660,24940,1063,1.3,1.3
50,4,2,2,19,19,79120,7900,1,8060,33000,804,1.3,1.3
60,4,2,2,19,19,79620,7950,1,8160,41160,814,1.2,1.2
70,4,2,2,19,19,106880,10671,1,10860,52040,1084,1.2,1.2
80,4,2,2,19,19,78980,7886,1,7660,60180,764,1.2,1.2
90,4,2,2,19,19,79660,7939,1,8220,68280,819,1.2,1.2
100,4,2,2,19,19,105740,10559,1,10920,79120,1090,1.2,1.2
110,4,2,2,19,19,78020,7791,1,8560,87220,854,1.2,1.2
120,4,2,2,19,19,80720,8059,1,8180,95380,816,1.2,1.2
130,4,2,2,19,19,103560,10338,1,10100,106200,1008,1.1,1.1
140,4,2,2,19,19,79820,7962,1,8460,114380,843,1.1,1.1
150,4,2,2,19,19,79440,7932,1,7860,122560,784,1.1,1.1
160,4,2,2,19,19,80500,8040,1,8020,130780,801,1.1,1.1
170,4,2,2,19,19,107900,10768,1,11280,141680,1125,1.1,1.1
180,4,2,2,19,19,79080,7897,1,7580,149860,757,1.1,1.1
