time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,5720,571,1,640,660,63,2.8,2.8
20,4,2,2,19,19,63200,6274,1,6580,7120,653,1.4,1.4
30,4,2,2,19,19,78280,7813,1,8280,15080,826,1.3,1.3
40,4,2,2,19,19,102800,10259,1,10120,25700,1009,1.2,1.2
50,4,2,2,19,19,78060,7792,1,7900,33760,788,1.2,1.2
60,4,2,2,19,19,79640,7951,1,8540,41900,852,1.2,1.2
70,4,2,2,19,19,106020,10586,1,10800,52720,1078,1.1,1.1
80,4,2,2,19,19,80520,8039,1,7940,60860,792,1.1,1.1
90,4,2,2,19,19,78740,7849,1,8260,68980,823,1.1,1.1
100,4,2,2,19,19,106880,10674,1,10760,79800,1074,1.1,1.1
110,4,2,2,19,19,78380,7827,1,8200,87980,818,1.1,1.1
120,4,2,2,19,19,79460,7926,1,7740,96080,772,1.1,1.1
130,4,2,2,19,19,78120,7801,1,7520,104240,751,1.1,1.1
140,4,2,2,19,19,106420,10627,1,11280,115120,1126,1.1,1.1
150,4,2,2,19,19,80380,8027,1,8240,123320,822,1.1,1.1
160,4,2,2,19,19,80780,8063,1,8160,131480,814,1.1,1.1
170,4,2,2,19,19,106800,10665,1,11080,142420,1106,1.1,1.1
180,4,2,2,19,19,79460,7934,1,8400,150620,838,1.1,1.1
