time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,4500,448,1,4500,4440,448,1.5,1.5
40,4,2,2,11,11,10120,1010,1,10120,14540,1010,1.3,1.3
50,4,2,2,11,11,8660,864,1,8660,23400,864,1.1,1.1
60,4,2,2,11,11,7620,761,1,7620,31540,761,1.1,1.1
70,4,2,2,11,11,10820,1080,1,10820,42300,1080,1.1,1.1
80,4,2,2,11,11,8200,819,1,8200,50360,819,1.1,1.1
90,4,2,2,11,11,8120,810,1,8120,58500,810,1.1,1.1
100,4,2,2,11,11,11040,1102,1,11040,69360,1102,1.1,1.1
110,4,2,2,11,11,8000,799,1,8000,77500,799,1.1,1.1
120,4,2,2,11,11,8320,830,1,8320,85660,830,1.1,1.1
130,4,2,2,11,11,10560,1055,1,10560,96580,1055,1.1,1.1
140,4,2,2,11,11,8040,803,1,8040,104740,803,1.1,1.1
150,4,2,2,11,11,8200,819,1,8200,112900,819,1.1,1.1
160,4,2,2,11,11,10940,1092,1,10940,123780,1092,1.1,1.1
170,4,2,2,11,11,8660,864,1,8660,131960,864,1.1,1.1
180,4,2,2,11,11,7880,787,1,7880,140140,787,1.1,1.1
