time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,4320,428,1,4320,4480,428,1.5,1.5
30,4,2,2,11,11,5640,562,1,5640,10220,562,6.4,6.4
40,4,2,2,11,11,7680,766,1,7680,18240,766,4.1,4.1
50,4,2,2,11,11,10780,1076,1,10780,29160,1076,3.0,3.0
60,4,2,2,11,11,8040,802,1,8040,37320,802,2.5,2.5
70,4,2,2,11,11,8040,802,1,8040,45500,802,2.3,2.3
80,4,2,2,11,11,11040,1102,1,11040,56320,1102,2.1,2.1
90,4,2,2,11,11,8280,826,1,8280,64340,826,1.9,1.9
100,4,2,2,11,11,8640,863,1,8640,72520,863,1.8,1.8
110,4,2,2,11,11,10580,1056,1,10580,83440,1056,1.7,1.7
120,4,2,2,11,11,8140,812,1,8140,91520,812,1.7,1.7
130,4,2,2,11,11,8880,887,1,8880,99720,887,1.6,1.6
140,4,2,2,11,11,11100,1108,1,11100,110600,1108,1.6,1.6
150,4,2,2,11,11,7860,785,1,7860,118800,785,1.5,1.5
160,4,2,2,11,11,7980,797,1,7980,126940,797,1.5,1.5
170,4,2,2,11,11,11140,1112,1,11140,137860,1112,1.5,1.5
180,4,2,2,11,11,8060,805,1,8060,146060,805,1.5,1.5
