time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,1860,185,1,1860,2060,185,1.5,1.5
40,4,2,2,11,11,5100,508,1,5100,7060,508,1.3,1.3
50,4,2,2,11,11,6420,641,1,6420,13640,641,1.2,1.2
60,4,2,2,11,11,10940,1092,1,10940,24420,1092,1.2,1.2
70,4,2,2,11,11,8120,811,1,8120,32600,811,1.2,1.2
80,4,2,2,11,11,8220,821,1,8220,40740,821,1.1,1.1
90,4,2,2,11,11,11040,1100,1,11040,51560,1100,1.1,1.1
100,4,2,2,11,11,8480,847,1,8480,59680,847,1.1,1.1
110,4,2,2,11,11,8200,819,1,8200,67880,819,1.1,1.1
120,4,2,2,11,11,11400,1138,1,11400,78740,1138,1.1,1.1
130,4,2,2,11,11,8360,834,1,8360,86940,834,1.1,1.1
140,4,2,2,11,11,8200,819,1,8200,95180,819,1.1,1.1
150,4,2,2,11,11,10520,1051,1,10520,106080,1051,1.1,1.1
160,4,2,2,11,11,8540,853,1,8540,114300,853,1.1,1.1
170,4,2,2,11,11,8580,857,1,8580,122520,857,1.1,1.1
180,4,2,2,11,11,10740,1072,1,10740,133460,1072,1.1,1.1
