time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,7620,760,1,7620,7540,760,1.4,1.4
40,4,2,2,11,11,6560,653,1,6560,13720,653,1.3,1.3
50,4,2,2,11,11,7720,771,1,7720,21100,771,1.2,1.2
60,4,2,2,11,11,7920,791,1,7920,29260,791,1.2,1.2
70,4,2,2,11,11,11180,1116,1,11180,40160,1116,1.1,1.1
80,4,2,2,11,11,7960,795,1,7960,48220,795,1.1,1.1
90,4,2,2,11,11,8100,807,1,8100,56360,807,1.1,1.1
100,4,2,2,11,11,10280,1026,1,10280,66960,1026,1.1,1.1
110,4,2,2,11,11,8160,814,1,8160,75080,814,1.1,1.1
120,4,2,2,11,11,7960,794,1,7960,83160,794,1.1,1.1
130,4,2,2,11,11,10900,1089,1,10900,94000,1089,1.1,1.1
140,4,2,2,11,11,8280,827,1,8280,102140,827,1.1,1.1
150,4,2,2,11,11,8400,839,1,8400,110300,839,1.1,1.1
160,4,2,2,11,11,10820,1081,1,10820,121160,1081,1.1,1.1
170,4,2,2,11,11,8140,813,1,8140,129420,813,1.1,1.1
180,4,2,2,11,11,8820,881,1,8820,137680,881,1.1,1.1
