time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,920,91,1,920,860,91,2.2,2.2
40,4,2,2,11,11,10060,1004,1,10060,10480,1004,2.0,2.0
50,4,2,2,11,11,7920,791,1,7920,18880,791,1.6,1.6
60,4,2,2,11,11,7840,782,1,7840,26840,782,1.4,1.4
70,4,2,2,11,11,11000,1099,1,11000,37480,1099,1.3,1.3
80,4,2,2,11,11,8040,803,1,8040,45680,803,1.3,1.3
90,4,2,2,11,11,7980,795,1,7980,53700,795,1.3,1.3
100,4,2,2,11,11,10340,1033,1,10340,64580,1033,1.2,1.2
110,4,2,2,11,11,8440,843,1,8440,72800,843,1.2,1.2
120,4,2,2,11,11,8300,829,1,8300,81120,829,1.2,1.2
130,4,2,2,11,11,10820,1080,1,10820,92000,1080,1.2,1.2
140,4,2,2,11,11,8420,841,1,8420,100220,841,1.2,1.2
150,4,2,2,11,11,8440,843,1,8440,108500,843,1.2,1.2
160,4,2,2,11,11,10880,1087,1,10880,119440,1087,1.2,1.2
170,4,2,2,11,11,8260,825,1,8260,127680,825,1.2,1.2
180,4,2,2,11,11,8340,833,1,8340,135920,833,1.2,1.2
