time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,7480,743,1,7480,7260,743,1.3,1.3
40,4,2,2,11,11,7940,792,1,7940,14940,792,1.2,1.2
50,4,2,2,11,11,7500,749,1,7500,22500,749,1.2,1.2
60,4,2,2,11,11,10640,1063,1,10640,33420,1063,1.1,1.1
70,4,2,2,11,11,7740,773,1,7740,41520,773,1.1,1.1
80,4,2,2,11,11,8060,805,1,8060,49620,805,1.1,1.1
90,4,2,2,11,11,8100,808,1,8100,57820,808,1.1,1.1
100,4,2,2,11,11,10960,1095,1,10960,68740,1095,1.1,1.1
110,4,2,2,11,11,8280,827,1,8280,76980,827,1.1,1.1
120,4,2,2,11,11,8360,835,1,8360,85300,835,1.1,1.1
130,4,2,2,11,11,11500,1148,1,11500,96300,1148,1.1,1.1
140,4,2,2,11,11,8640,863,1,8640,104520,863,1.1,1.1
150,4,2,2,11,11,7880,787,1,7880,112680,787,1.1,1.1
160,4,2,2,11,11,11200,1118,1,11200,123560,1118,1.1,1.1
170,4,2,2,11,11,8540,853,1,8540,131760,853,1.1,1.1
180,4,2,2,11,11,8380,837,1,8380,139960,837,1.1,1.1
