time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,4040,402,1,4040,4520,402,1.5,1.5
30,4,2,2,11,11,7040,701,1,7040,11700,701,1.4,1.4
40,4,2,2,11,11,7900,787,1,7900,19300,787,1.3,1.3
50,4,2,2,11,11,8380,837,1,8380,27320,837,1.2,1.2
60,4,2,2,11,11,11380,1136,1,11380,38200,1136,1.2,1.2
70,4,2,2,11,11,7900,789,1,7900,46360,789,1.2,1.2
80,4,2,2,11,11,8400,839,1,8400,54520,839,1.2,1.2
90,4,2,2,11,11,11780,1175,1,11780,65420,1175,1.1,1.1
100,4,2,2,11,11,8200,818,1,8200,73620,818,1.1,1.1
110,4,2,2,11,11,8400,839,1,8400,81800,839,1.1,1.1
120,4,2,2,11,11,11280,1126,1,11280,92740,1126,1.1,1.1
130,4,2,2,11,11,8200,819,1,8200,100880,819,1.1,1.1
140,4,2,2,11,11,8880,887,1,8880,109080,887,1.1,1.1
150,4,2,2,11,11,11240,1122,1,11240,120000,1122,1.1,1.1
160,4,2,2,11,11,8420,841,1,8420,128180,841,1.1,1.1
170,4,2,2,11,11,8160,815,1,8160,136420,815,1.1,1.1
180,4,2,2,11,11,11040,1103,1,11040,147340,1103,1.1,1.1
