time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,5380,532,1,5380,5860,532,1.4,1.4
40,4,2,2,11,11,7800,779,1,7800,13500,779,1.2,1.2
50,4,2,2,11,11,10060,1004,1,10060,23980,1004,1.2,1.2
60,4,2,2,11,11,8020,801,1,8020,32140,801,1.1,1.1
70,4,2,2,11,11,8080,807,1,8080,40180,807,1.1,1.1
80,4,2,2,11,11,11180,1116,1,11180,50960,1116,1.1,1.1
90,4,2,2,11,11,8000,798,1,8000,59120,798,1.1,1.1
100,4,2,2,11,11,8200,819,1,8200,67280,819,1.1,1.1
110,4,2,2,11,11,11060,1104,1,11060,78180,1104,1.1,1.1
120,4,2,2,11,11,8460,843,1,8460,86360,843,1.1,1.1
130,4,2,2,11,11,8300,829,1,8300,94520,829,1.1,1.1
140,4,2,2,11,11,8060,805,1,8060,102740,805,1.1,1.1
150,4,2,2,11,11,11240,1122,1,11240,113640,1122,1.1,1.1
160,4,2,2,11,11,7680,767,1,7680,121840,767,1.1,1.1
170,4,2,2,11,11,7840,783,1,7840,129900,783,1.1,1.1
180,4,2,2,11,11,10640,1063,1,10640,140920,1063,1.1,1.1
