time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,1760,175,1,1760,1640,175,1.7,1.7
40,4,2,2,11,11,9520,950,1,9520,11340,950,1.2,1.2
50,4,2,2,11,11,8000,799,1,8000,19500,799,1.1,1.1
60,4,2,2,11,11,8220,821,1,8220,27420,821,1.1,1.1
70,4,2,2,11,11,11120,1110,1,11120,38120,1110,1.1,1.1
80,4,2,2,11,11,8000,799,1,8000,46300,799,1.1,1.1
90,4,2,2,11,11,8460,843,1,8460,54220,843,1.1,1.1
100,4,2,2,11,11,11100,1109,1,11100,65120,1109,1.1,1.1
110,4,2,2,11,11,8260,825,1,8260,73300,825,1.1,1.1
120,4,2,2,11,11,8320,830,1,8320,81480,830,1.1,1.1
130,4,2,2,11,11,10940,1092,1,10940,92400,1092,1.1,1.1
140,4,2,2,11,11,8740,873,1,8740,100540,873,1.1,1.1
150,4,2,2,11,11,9020,900,1,9020,108760,900,1.1,1.1
160,4,2,2,11,11,11100,1109,1,11100,119680,1109,1.1,1.1
170,4,2,2,11,11,8240,821,1,8240,127900,821,1.1,1.1
180,4,2,2,11,11,8660,865,1,8660,136060,865,1.1,1.1
