time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,4780,474,1,4780,4520,474,1.6,1.6
40,4,2,2,11,11,7640,763,1,7640,12600,763,1.3,1.3
50,4,2,2,11,11,7060,705,1,7060,20080,705,1.2,1.2
60,4,2,2,11,11,8540,851,1,8540,28260,851,1.2,1.2
70,4,2,2,11,11,10960,1094,1,10960,38980,1094,1.2,1.2
80,4,2,2,11,11,8420,840,1,8420,47160,840,1.1,1.1
90,4,2,2,11,11,7980,795,1,7980,55360,795,1.1,1.1
100,4,2,2,11,11,11400,1138,1,11400,66260,1138,1.1,1.1
110,4,2,2,11,11,8040,803,1,8040,74400,803,1.1,1.1
120,4,2,2,11,11,8060,804,1,8060,82620,804,1.1,1.1
130,4,2,2,11,11,10760,1075,1,10760,93560,1075,1.1,1.1
140,4,2,2,11,11,8140,813,1,8140,101740,813,1.1,1.1
150,4,2,2,11,11,8020,801,1,8020,110000,801,1.1,1.1
160,4,2,2,11,11,10520,1051,1,10520,120920,1051,1.1,1.1
170,4,2,2,11,11,8300,829,1,8300,129160,829,1.1,1.1
180,4,2,2,11,11,8200,819,1,8200,137420,819,1.1,1.1
