time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,5260,521,1,5260,5360,521,1.3,1.3
40,4,2,2,11,11,8120,809,1,8120,12980,809,1.2,1.2
50,4,2,2,11,11,7740,772,1,7740,21020,772,1.1,1.1
60,4,2,2,11,11,8640,863,1,8640,29100,863,1.1,1.1
70,4,2,2,11,11,10720,1069,1,10720,39860,1069,1.1,1.1
80,4,2,2,11,11,8440,842,1,8440,48060,842,1.1,1.1
90,4,2,2,11,11,8200,817,1,8200,56100,817,1.1,1.1
100,4,2,2,11,11,11120,1111,1,11120,67000,1111,1.1,1.1
110,4,2,2,11,11,8380,836,1,8380,75220,836,1.1,1.1
120,4,2,2,11,11,7920,790,1,7920,83380,790,1.1,1.1
130,4,2,2,11,11,10840,1083,1,10840,94320,1083,1.1,1.1
140,4,2,2,11,11,8300,829,1,8300,102540,829,1.1,1.1
150,4,2,2,11,11,7960,795,1,7960,110740,795,1.1,1.1
160,4,2,2,11,11,10980,1097,1,10980,121620,1097,1.1,1.1
170,4,2,2,11,11,8380,837,1,8380,129820,837,1.1,1.1
180,4,2,2,11,11,8840,883,1,8840,138060,883,1.1,1.1
