time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,6800,675,1,6800,7180,675,1.4,1.4
40,4,2,2,11,11,5620,561,1,5620,12860,561,1.2,1.2
50,4,2,2,11,11,7360,735,1,7360,20480,735,1.2,1.2
60,4,2,2,11,11,10200,1018,1,10200,31300,1018,1.1,1.1
70,4,2,2,11,11,8140,813,1,8140,39500,813,1.1,1.1
80,4,2,2,11,11,7580,757,1,7580,47480,757,1.1,1.1
90,4,2,2,11,11,11020,1099,1,11020,58380,1099,1.1,1.1
100,4,2,2,11,11,7840,783,1,7840,66500,783,1.1,1.1
110,4,2,2,11,11,7980,796,1,7980,74740,796,1.1,1.1
120,4,2,2,11,11,10860,1083,1,10860,85760,1083,1.1,1.1
130,4,2,2,11,11,7980,797,1,7980,93900,797,1.1,1.1
140,4,2,2,11,11,7780,777,1,7780,102060,777,1.1,1.1
150,4,2,2,11,11,10560,1054,1,10560,112940,1054,1.1,1.1
160,4,2,2,11,11,7820,781,1,7820,121140,781,1.1,1.1
170,4,2,2,11,11,8220,821,1,8220,129300,821,1.1,1.1
180,4,2,2,11,11,10660,1064,1,10660,140260,1064,1.1,1.1
