time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,1160,114,1,1160,1220,114,2.0,2.0
30,4,2,2,11,11,6760,672,1,6760,8100,672,1.5,1.5
40,4,2,2,11,11,7820,781,1,7820,16000,781,1.3,1.3
50,4,2,2,11,11,7780,777,1,7780,23840,777,1.2,1.2
60,4,2,2,11,11,11420,1140,1,11420,34760,1140,1.2,1.2
70,4,2,2,11,11,8040,803,1,8040,42760,803,1.2,1.2
80,4,2,2,11,11,7960,794,1,7960,50680,794,1.2,1.2
90,4,2,2,11,11,10100,1007,1,10100,61540,1007,1.2,1.2
100,4,2,2,11,11,8540,853,1,8540,69700,853,1.1,1.1
110,4,2,2,11,11,8420,841,1,8420,77900,841,1.1,1.1
120,4,2,2,11,11,10780,1076,1,10780,88840,1076,1.1,1.1
130,4,2,2,11,11,8180,817,1,8180,97080,817,1.1,1.1
140,4,2,2,11,11,8340,833,1,8340,105300,833,1.1,1.1
150,4,2,2,11,11,10960,1094,1,10960,116160,1094,1.1,1.1
160,4,2,2,11,11,8340,833,1,8340,124380,833,1.1,1.1
170,4,2,2,11,11,8480,847,1,8480,132600,847,1.1,1.1
180,4,2,2,11,11,10960,1095,1,10960,143680,1095,1.1,1.1
