time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,2020,201,1,2020,1900,201,2.1,2.1
30,4,2,2,11,11,8000,794,1,8000,9320,794,1.4,1.4
40,4,2,2,11,11,5140,513,1,5140,14320,513,1.3,1.3
50,4,2,2,11,11,10960,1094,1,10960,25200,1094,1.2,1.2
60,4,2,2,11,11,8160,815,1,8160,33360,815,1.2,1.2
70,4,2,2,11,11,8000,798,1,8000,41540,798,1.2,1.2
80,4,2,2,11,11,10320,1030,1,10320,52360,1030,1.1,1.1
90,4,2,2,11,11,8180,816,1,8180,60580,816,1.1,1.1
100,4,2,2,11,11,8340,833,1,8340,68720,833,1.1,1.1
110,4,2,2,11,11,11100,1109,1,11100,79660,1109,1.1,1.1
120,4,2,2,11,11,8060,804,1,8060,87860,804,1.1,1.1
130,4,2,2,11,11,8220,821,1,8220,96080,821,1.1,1.1
140,4,2,2,11,11,10860,1085,1,10860,107040,1085,1.1,1.1
150,4,2,2,11,11,7840,783,1,7840,115260,783,1.1,1.1
160,4,2,2,11,11,7740,773,1,7740,123480,773,1.1,1.1
170,4,2,2,11,11,10260,1025,1,10260,134420,1025,1.1,1.1
180,4,2,2,11,11,8260,825,1,8260,142700,825,1.1,1.1
