time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,1640,163,1,1640,1580,163,2.1,2.1
30,4,2,2,11,11,4980,495,1,4980,7060,495,1.5,1.5
40,4,2,2,11,11,9640,963,1,9640,17260,963,1.2,1.2
50,4,2,2,11,11,8660,864,1,8660,25580,864,1.2,1.2
60,4,2,2,11,11,8080,807,1,8080,33760,807,1.2,1.2
70,4,2,2,11,11,10440,1042,1,10440,44540,1042,1.2,1.2
80,4,2,2,11,11,7900,788,1,7900,52820,788,1.1,1.1
90,4,2,2,11,11,8200,818,1,8200,61120,818,1.1,1.1
100,4,2,2,11,11,10820,1080,1,10820,72120,1080,1.1,1.1
110,4,2,2,11,11,8640,863,1,8640,80400,863,1.1,1.1
120,4,2,2,11,11,8580,857,1,8580,88580,857,1.1,1.1
130,4,2,2,11,11,11220,1120,1,11220,99500,1120,1.1,1.1
140,4,2,2,11,11,8700,869,1,8700,107760,869,1.1,1.1
150,4,2,2,11,11,8360,835,1,8360,115980,835,1.1,1.1
160,4,2,2,11,11,8040,803,1,8040,124220,803,1.1,1.1
170,4,2,2,11,11,10900,1089,1,10900,135200,1089,1.1,1.1
180,4,2,2,11,11,8060,805,1,8060,143420,805,1.1,1.1
