time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,1360,135,1,1360,1380,135,2.0,2.0
40,4,2,2,11,11,6460,643,1,6460,8180,643,1.3,1.3
50,4,2,2,11,11,11120,1110,1,11120,18900,1110,1.2,1.2
60,4,2,2,11,11,7520,751,1,7520,26700,751,1.4,1.4
70,4,2,2,11,11,8000,798,1,8000,34700,798,1.3,1.3
80,4,2,2,11,11,10760,1074,1,10760,45560,1074,1.3,1.3
90,4,2,2,11,11,7860,784,1,7860,53540,784,1.2,1.2
100,4,2,2,11,11,7700,769,1,7700,61620,769,1.2,1.2
110,4,2,2,11,11,10920,1090,1,10920,72520,1090,1.2,1.2
120,4,2,2,11,11,7540,752,1,7540,80660,752,1.2,1.2
130,4,2,2,11,11,7620,760,1,7620,88840,760,1.2,1.2
140,4,2,2,11,11,10820,1080,1,10820,99700,1080,1.2,1.2
150,4,2,2,11,11,7680,767,1,7680,107760,767,1.2,1.2
160,4,2,2,11,11,7960,794,1,7960,115980,794,1.2,1.2
170,4,2,2,11,11,11340,1132,1,11340,126940,1132,1.2,1.2
180,4,2,2,11,11,8260,825,1,8260,135100,825,1.2,1.2
