time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,380,37,1,380,360,37,2.2,2.2
30,4,2,2,11,11,5260,523,1,5260,5640,523,1.5,1.5
40,4,2,2,11,11,5040,503,1,5040,11160,503,1.4,1.4
50,4,2,2,11,11,7400,738,1,7400,18860,738,1.3,1.3
60,4,2,2,11,11,10760,1074,1,10760,29720,1074,1.2,1.2
70,4,2,2,11,11,8420,841,1,8420,37900,841,1.2,1.2
80,4,2,2,11,11,8000,797,1,8000,45880,797,1.2,1.2
90,4,2,2,11,11,11040,1102,1,11040,57140,1102,1.2,1.2
100,4,2,2,11,11,8160,814,1,8160,65280,814,1.1,1.1
110,4,2,2,11,11,7700,769,1,7700,73440,769,1.1,1.1
120,4,2,2,11,11,10200,1018,1,10200,84360,1018,1.1,1.1
130,4,2,2,11,11,8160,814,1,8160,92500,814,1.1,1.1
140,4,2,2,11,11,7440,742,1,7440,100640,742,1.1,1.1
150,4,2,2,11,11,10820,1080,1,10820,111460,1080,1.1,1.1
160,4,2,2,11,11,8040,803,1,8040,119660,803,1.1,1.1
170,4,2,2,11,11,8060,805,1,8060,127920,805,1.1,1.1
180,4,2,2,11,11,11980,1196,1,11980,139720,1196,1.1,1.1
