time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,2220,220,1,2220,2160,220,1.7,1.7
30,4,2,2,11,11,7220,714,1,7220,9560,714,1.2,1.2
40,4,2,2,11,11,5320,531,1,5320,15280,531,4.2,4.2
50,4,2,2,11,11,10660,1064,1,10660,26060,1064,2.9,2.9
60,4,2,2,11,11,8280,827,1,8280,34280,827,2.5,2.5
70,4,2,2,11,11,7780,777,1,7780,42480,777,2.2,2.2
80,4,2,2,11,11,10100,1008,1,10100,53300,1008,2.0,2.0
90,4,2,2,11,11,8380,835,1,8380,61460,835,1.9,1.9
100,4,2,2,11,11,8040,803,1,8040,69640,803,1.8,1.8
110,4,2,2,11,11,10400,1038,1,10400,80520,1038,1.7,1.7
120,4,2,2,11,11,8120,810,1,8120,88760,810,1.6,1.6
130,4,2,2,11,11,8460,845,1,8460,96960,845,1.6,1.6
140,4,2,2,11,11,11420,1140,1,11420,107900,1140,1.5,1.5
150,4,2,2,11,11,8400,839,1,8400,116100,839,1.5,1.5
160,4,2,2,11,11,8700,869,1,8700,124280,869,1.5,1.5
170,4,2,2,11,11,11280,1126,1,11280,135240,1126,1.4,1.4
180,4,2,2,11,11,8220,821,1,8220,143500,821,1.4,1.4
