time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,380,37,1,380,280,37,4.5,4.5
30,4,2,2,11,11,6600,654,1,6600,6600,654,1.5,1.5
40,4,2,2,11,11,10440,1042,1,10440,17120,1042,1.3,1.3
50,4,2,2,11,11,8120,811,1,8120,25060,811,1.2,1.2
60,4,2,2,11,11,8440,843,1,8440,33200,843,1.2,1.2
70,4,2,2,11,11,10500,1048,1,10500,44100,1048,1.2,1.2
80,4,2,2,11,11,7680,767,1,7680,52220,767,1.2,1.2
90,4,2,2,11,11,8540,851,1,8540,60440,851,1.2,1.2
100,4,2,2,11,11,10780,1077,1,10780,71340,1077,1.1,1.1
110,4,2,2,11,11,7940,793,1,7940,79560,793,1.1,1.1
120,4,2,2,11,11,8360,834,1,8360,87900,834,1.1,1.1
130,4,2,2,11,11,11760,1174,1,11760,98880,1174,1.1,1.1
140,4,2,2,11,11,7720,771,1,7720,107080,771,1.1,1.1
150,4,2,2,11,11,8400,839,1,8400,115320,839,1.1,1.1
160,4,2,2,11,11,10740,1072,1,10740,126200,1072,1.1,1.1
170,4,2,2,11,11,8120,811,1,8120,134420,811,1.1,1.1
180,4,2,2,11,11,7820,781,1,7820,142600,781,1.1,1.1
