time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,3460,344,1,3460,3540,344,1.8,1.8
40,4,2,2,11,11,10260,1024,1,10260,13280,1024,1.3,1.3
50,4,2,2,11,11,7960,795,1,7960,21120,795,1.2,1.2
60,4,2,2,11,11,8180,817,1,8180,29060,817,1.2,1.2
70,4,2,2,11,11,10340,1032,1,10340,39740,1032,1.2,1.2
80,4,2,2,11,11,8020,800,1,8020,47860,800,1.2,1.2
90,4,2,2,11,11,7920,790,1,7920,55680,790,1.1,1.1
100,4,2,2,11,11,10780,1077,1,10780,66600,1077,1.1,1.1
110,4,2,2,11,11,8000,798,1,8000,74780,798,1.1,1.1
120,4,2,2,11,11,8280,826,1,8280,83000,826,1.1,1.1
130,4,2,2,11,11,10880,1085,1,10880,93900,1085,1.1,1.1
140,4,2,2,11,11,8360,835,1,8360,102080,835,1.1,1.1
150,4,2,2,11,11,7880,786,1,7880,110260,786,1.1,1.1
160,4,2,2,11,11,10740,1072,1,10740,121220,1072,1.1,1.1
170,4,2,2,11,11,7740,773,1,7740,129400,773,1.1,1.1
180,4,2,2,11,11,9000,899,1,9000,137620,899,1.1,1.1
