time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,20,1,1,20,0,1,0.0,0.0
30,4,2,2,11,11,5580,555,1,5580,5260,555,1.3,1.3
40,4,2,2,11,11,7980,796,1,7980,13080,796,1.2,1.2
50,4,2,2,11,11,10800,1077,1,10800,24020,1077,1.1,1.1
60,4,2,2,11,11,7880,787,1,7880,32020,787,1.1,1.1
70,4,2,2,11,11,8020,801,1,8020,40180,801,1.1,1.1
80,4,2,2,11,11,10140,1012,1,10140,50920,1012,1.1,1.1
90,4,2,2,11,11,8120,809,1,8120,59060,809,1.1,1.1
100,4,2,2,11,11,8240,822,1,8240,67200,822,1.1,1.1
110,4,2,2,11,11,10980,1096,1,10980,78160,1096,1.1,1.1
120,4,2,2,11,11,8020,801,1,8020,86200,801,1.1,1.1
130,4,2,2,11,11,8260,825,1,8260,94320,825,1.1,1.1
140,4,2,2,11,11,11000,1099,1,11000,105200,1099,1.1,1.1
150,4,2,2,11,11,8300,829,1,8300,113340,829,1.1,1.1
160,4,2,2,11,11,7940,793,1,7940,121480,793,1.1,1.1
170,4,2,2,11,11,11160,1114,1,11160,132400,1114,1.1,1.1
180,4,2,2,11,11,8180,817,1,8180,140580,817,1.1,1.1
