time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,4560,449,1,4560,4440,449,1.6,1.6
40,4,2,2,11,11,7520,748,1,7520,12000,748,1.3,1.3
50,4,2,2,11,11,7680,767,1,7680,19440,767,1.2,1.2
60,4,2,2,11,11,8000,799,1,8000,27540,799,1.2,1.2
70,4,2,2,11,11,11140,1112,1,11140,38080,1112,1.3,1.3
80,4,2,2,11,11,8060,804,1,8060,46240,804,1.3,1.3
90,4,2,2,11,11,8280,825,1,8280,54120,825,1.3,1.3
100,4,2,2,11,11,11140,1112,1,11140,65000,1112,1.2,1.2
110,4,2,2,11,11,8680,866,1,8680,73160,866,1.2,1.2
120,4,2,2,11,11,8440,843,1,8440,81360,843,1.2,1.2
130,4,2,2,11,11,10880,1087,1,10880,92320,1087,1.2,1.2
140,4,2,2,11,11,8580,857,1,8580,100520,857,1.2,1.2
150,4,2,2,11,11,8180,817,1,8180,108700,817,1.2,1.2
160,4,2,2,11,11,10840,1082,1,10840,119640,1082,1.2,1.2
170,4,2,2,11,11,7740,773,1,7740,127860,773,1.2,1.2
180,4,2,2,11,11,7980,797,1,7980,136080,797,1.2,1.2
