time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
20,4,2,2,11,11,280,27,1,280,220,27,2.7,2.7
30,4,2,2,11,11,6580,654,1,6580,6840,654,1.4,1.4
40,4,2,2,11,11,7580,756,1,7580,14180,756,1.2,1.2
50,4,2,2,11,11,7860,785,1,7860,22200,785,1.2,1.2
60,4,2,2,11,11,8320,831,1,8320,30360,831,1.2,1.2
70,4,2,2,11,11,10800,1078,1,10800,41200,1078,1.1,1.1
80,4,2,2,11,11,8220,819,1,8220,49300,819,1.1,1.1
90,4,2,2,11,11,7800,779,1,7800,57460,779,1.1,1.1
100,4,2,2,11,11,11080,1107,1,11080,68360,1107,1.1,1.1
110,4,2,2,11,11,8240,823,1,8240,76560,823,1.1,1.1
120,4,2,2,11,11,8140,813,1,8140,84740,813,1.1,1.1
130,4,2,2,11,11,10780,1076,1,10780,95600,1076,1.1,1.1
140,4,2,2,11,11,7920,791,1,7920,103740,791,1.1,1.1
150,4,2,2,11,11,8160,815,1,8160,111920,815,1.1,1.1
160,4,2,2,11,11,10440,1042,1,10440,122760,1042,1.1,1.1
170,4,2,2,11,11,8280,827,1,8280,130960,827,1.1,1.1
180,4,2,2,11,11,8420,841,1,8420,139140,841,1.1,1.1
