time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,4460,443,1,4460,4580,443,1.8,1.8
40,4,2,2,11,11,7760,775,1,7760,12220,775,1.4,1.4
50,4,2,2,11,11,10440,1042,1,10440,22320,1042,1.3,1.3
60,4,2,2,11,11,8220,821,1,8220,30500,821,1.2,1.2
70,4,2,2,11,11,8540,853,1,8540,38460,853,1.2,1.2
80,4,2,2,11,11,10940,1093,1,10940,49160,1093,1.2,1.2
90,4,2,2,11,11,8340,832,1,8340,57340,832,1.2,1.2
100,4,2,2,11,11,8200,819,1,8200,65460,819,1.2,1.2
110,4,2,2,11,11,10360,1034,1,10360,76380,1034,1.1,1.1
120,4,2,2,11,11,7260,725,1,7260,84520,725,1.1,1.1
130,4,2,2,11,11,8540,853,1,8540,92680,853,1.1,1.1
140,4,2,2,11,11,11120,1110,1,11120,103580,1110,1.1,1.1
150,4,2,2,11,11,8500,849,1,8500,111740,849,1.1,1.1
160,4,2,2,11,11,8000,799,1,8000,119780,799,1.1,1.1
170,4,2,2,11,11,10880,1087,1,10880,130660,1087,1.1,1.1
180,4,2,2,11,11,7540,753,1,7540,138840,753,1.1,1.1
