time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,4200,417,1,4200,4060,417,1.4,1.4
30,4,2,2,11,11,5600,556,1,5600,9400,556,1.2,1.2
40,4,2,2,11,11,9860,983,1,9860,19520,983,1.5,1.5
50,4,2,2,11,11,8360,835,1,8360,27600,835,1.4,1.4
60,4,2,2,11,11,7980,797,1,7980,35780,797,1.3,1.3
70,4,2,2,11,11,10500,1049,1,10500,46540,1049,1.3,1.3
80,4,2,2,11,11,8400,838,1,8400,54720,838,1.2,1.2
90,4,2,2,11,11,8260,823,1,8260,62840,823,1.2,1.2
100,4,2,2,11,11,11040,1102,1,11040,73660,1102,1.2,1.2
110,4,2,2,11,11,7960,795,1,7960,81720,795,1.2,1.2
120,4,2,2,11,11,8420,841,1,8420,89860,841,1.2,1.2
130,4,2,2,11,11,11640,1162,1,11640,100740,1162,1.2,1.2
140,4,2,2,11,11,7880,787,1,7880,108840,787,1.2,1.2
150,4,2,2,11,11,8280,827,1,8280,117000,827,1.2,1.2
160,4,2,2,11,11,10920,1089,1,10920,127880,1089,1.2,1.2
170,4,2,2,11,11,8380,837,1,8380,135980,837,1.1,1.1
180,4,2,2,11,11,7940,793,1,7940,144180,793,1.1,1.1
