time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,2780,275,1,2780,2840,275,21.2,21.2
30,4,2,2,11,11,7660,763,1,7660,10700,763,6.5,6.5
40,4,2,2,11,11,7660,765,1,7660,18580,765,4.2,4.2
50,4,2,2,11,11,7780,777,1,7780,26600,777,3.3,3.3
60,4,2,2,11,11,8140,812,1,8140,34740,812,2.8,2.8
70,4,2,2,11,11,11240,1122,1,11240,45680,1122,2.4,2.4
80,4,2,2,11,11,7700,768,1,7700,53740,768,2.2,2.2
90,4,2,2,11,11,8180,814,1,8180,61900,814,2.1,2.1
100,4,2,2,11,11,10980,1096,1,10980,72780,1096,1.9,1.9
110,4,2,2,11,11,8580,857,1,8580,81000,857,1.8,1.8
120,4,2,2,11,11,8580,856,1,8580,89160,856,1.8,1.8
130,4,2,2,11,11,11180,1116,1,11180,100100,1116,1.7,1.7
140,4,2,2,11,11,8280,826,1,8280,108300,826,1.6,1.6
150,4,2,2,11,11,8280,826,1,8280,116520,826,1.6,1.6
160,4,2,2,11,11,11200,1118,1,11200,127480,1118,1.6,1.6
170,4,2,2,11,11,8000,799,1,8000,135720,799,1.5,1.5
180,4,2,2,11,11,8620,861,1,8620,144000,861,1.5,1.5
