time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,6320,626,1,6320,6100,626,5.3,5.3
40,4,2,2,11,11,7360,734,1,7360,13480,734,3.0,3.0
50,4,2,2,11,11,7820,780,1,7820,21100,780,2.3,2.3
60,4,2,2,11,11,8140,813,1,8140,29220,813,2.0,2.0
70,4,2,2,11,11,10720,1070,1,10720,39900,1070,1.8,1.8
80,4,2,2,11,11,8320,830,1,8320,48040,830,1.6,1.6
90,4,2,2,11,11,7980,795,1,7980,56000,795,1.6,1.6
100,4,2,2,11,11,10740,1073,1,10740,66880,1073,1.5,1.5
110,4,2,2,11,11,8180,816,1,8180,75000,816,1.4,1.4
120,4,2,2,11,11,9080,906,1,9080,83660,906,1.4,1.4
130,4,2,2,11,11,10020,1001,1,10020,94500,1001,1.4,1.4
140,4,2,2,11,11,8460,845,1,8460,102720,845,1.3,1.3
150,4,2,2,11,11,8340,833,1,8340,110880,833,1.3,1.3
160,4,2,2,11,11,10960,1094,1,10960,121780,1094,1.3,1.3
170,4,2,2,11,11,7800,779,1,7800,130000,779,1.3,1.3
180,4,2,2,11,11,8300,829,1,8300,138200,829,1.3,1.3
