time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,4620,458,1,4620,4480,458,2.5,2.5
30,4,2,2,11,11,7180,715,1,7180,11760,715,1.7,1.7
40,4,2,2,11,11,9640,963,1,9640,21900,963,1.4,1.4
50,4,2,2,11,11,7960,795,1,7960,30000,795,1.3,1.3
60,4,2,2,11,11,7800,779,1,7800,37980,779,1.3,1.3
70,4,2,2,11,11,10500,1048,1,10500,48880,1048,1.2,1.2
80,4,2,2,11,11,7920,790,1,7920,56840,790,1.2,1.2
90,4,2,2,11,11,8680,865,1,8680,65020,865,1.2,1.2
100,4,2,2,11,11,11300,1128,1,11300,75820,1128,1.2,1.2
110,4,2,2,11,11,8440,843,1,8440,84120,843,1.2,1.2
120,4,2,2,11,11,7820,781,1,7820,92380,781,1.2,1.2
130,4,2,2,11,11,11300,1128,1,11300,103320,1128,1.2,1.2
140,4,2,2,11,11,7960,795,1,7960,111540,795,1.1,1.1
150,4,2,2,11,11,8580,856,1,8580,119760,856,1.1,1.1
160,4,2,2,11,11,10800,1078,1,10800,130740,1078,1.1,1.1
170,4,2,2,11,11,8520,851,1,8520,138980,851,1.1,1.1
180,4,2,2,11,11,8520,851,1,8520,147240,851,1.1,1.1
