time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,5860,584,1,5860,6020,584,1.4,1.4
40,4,2,2,11,11,7120,711,1,7120,12840,711,1.3,1.3
50,4,2,2,11,11,6900,689,1,6900,19860,689,1.3,1.3
60,4,2,2,11,11,10160,1014,1,10160,30580,1014,1.2,1.2
70,4,2,2,11,11,7720,771,1,7720,38440,771,1.2,1.2
80,4,2,2,11,11,7740,772,1,7740,46520,772,1.2,1.2
90,4,2,2,11,11,7600,757,1,7600,54080,757,1.2,1.2
100,4,2,2,11,11,10520,1050,1,10520,64880,1050,1.2,1.2
110,4,2,2,11,11,8060,805,1,8060,73080,805,1.2,1.2
120,4,2,2,11,11,8020,800,1,8020,81240,800,1.1,1.1
130,4,2,2,11,11,11120,1111,1,11120,92120,1111,1.1,1.1
140,4,2,2,11,11,8140,813,1,8140,100300,813,1.1,1.1
150,4,2,2,11,11,8120,811,1,8120,108460,811,1.1,1.1
160,4,2,2,11,11,10720,1070,1,10720,119340,1070,1.1,1.1
170,4,2,2,11,11,8140,813,1,8140,127520,813,1.1,1.1
180,4,2,2,11,11,7860,785,1,7860,135700,785,1.1,1.1
