time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,4880,486,1,4880,4780,486,1.5,1.5
40,4,2,2,11,11,9880,986,1,9880,14960,986,1.3,1.3
50,4,2,2,11,11,7880,787,1,7880,22860,787,1.2,1.2
60,4,2,2,11,11,8700,868,1,8700,31060,868,1.2,1.2
70,4,2,2,11,11,10840,1082,1,10840,41840,1082,1.1,1.1
80,4,2,2,11,11,8080,807,1,8080,49840,807,1.1,1.1
90,4,2,2,11,11,7640,762,1,7640,58020,762,1.1,1.1
100,4,2,2,11,11,10580,1056,1,10580,68880,1056,1.1,1.1
110,4,2,2,11,11,8260,825,1,8260,77040,825,1.1,1.1
120,4,2,2,11,11,7940,792,1,7940,85220,792,1.1,1.1
130,4,2,2,11,11,7700,769,1,7700,93420,769,1.1,1.1
140,4,2,2,11,11,11100,1108,1,11100,104340,1108,1.1,1.1
150,4,2,2,11,11,7760,775,1,7760,112520,775,1.1,1.1
160,4,2,2,11,11,8480,847,1,8480,120700,847,1.1,1.1
170,4,2,2,11,11,10580,1057,1,10580,131600,1057,1.1,1.1
180,4,2,2,11,11,8440,843,1,8440,139820,843,1.1,1.1
