time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,8760,874,1,8760,8700,874,1.3,1.3
40,4,2,2,11,11,5740,573,1,5740,14540,573,1.2,1.2
50,4,2,2,11,11,8400,838,1,8400,22780,838,1.2,1.2
60,4,2,2,11,11,8340,833,1,8340,30980,833,1.2,1.2
70,4,2,2,11,11,10760,1074,1,10760,41900,1074,1.2,1.2
80,4,2,2,11,11,7180,717,1,7180,49460,717,1.1,1.1
90,4,2,2,11,11,7960,794,1,7960,57680,794,1.1,1.1
100,4,2,2,11,11,11140,1112,1,11140,68580,1112,1.1,1.1
110,4,2,2,11,11,8380,837,1,8380,76760,837,1.1,1.1
120,4,2,2,11,11,8420,841,1,8420,84960,841,1.1,1.1
130,4,2,2,11,11,11660,1164,1,11660,95920,1164,1.1,1.1
140,4,2,2,11,11,8120,811,1,8120,104140,811,1.1,1.1
150,4,2,2,11,11,7940,793,1,7940,112360,793,1.1,1.1
160,4,2,2,11,11,11120,1111,1,11120,123260,1111,1.1,1.1
170,4,2,2,11,11,8560,855,1,8560,131520,855,1.1,1.1
180,4,2,2,11,11,8620,861,1,8620,139760,861,1.1,1.1
