time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,2900,288,1,2900,2920,288,1.8,1.8
40,4,2,2,11,11,7420,736,1,7420,10080,736,1.3,1.3
50,4,2,2,11,11,8240,818,1,8240,18400,818,1.2,1.2
60,4,2,2,11,11,10340,1031,1,10340,28920,1031,1.1,1.1
70,4,2,2,11,11,7940,790,1,7940,36820,790,1.1,1.1
80,4,2,2,11,11,7580,756,1,7580,44920,756,1.1,1.1
90,4,2,2,11,11,10420,1036,1,10420,55340,1036,1.1,1.1
100,4,2,2,11,11,8220,819,1,8220,63380,819,1.1,1.1
110,4,2,2,11,11,7900,788,1,7900,71540,788,1.1,1.1
120,4,2,2,11,11,10960,1092,1,10960,82380,1092,1.1,1.1
130,4,2,2,11,11,7980,795,1,7980,90520,795,1.1,1.1
140,4,2,2,11,11,8040,802,1,8040,98700,802,1.1,1.1
150,4,2,2,11,11,7960,794,1,7960,106820,794,1.1,1.1
160,4,2,2,11,11,10740,1071,1,10740,117700,1071,1.1,1.1
170,4,2,2,11,11,8340,831,1,8340,125820,831,1.1,1.1
180,4,2,2,11,11,7800,778,1,7800,133960,778,1.1,1.1
