time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,6580,656,1,6580,6380,656,1.2,1.2
40,4,2,2,11,11,7600,758,1,7600,14320,758,1.1,1.1
50,4,2,2,11,11,7740,772,1,7740,22060,772,1.1,1.1
60,4,2,2,11,11,11240,1122,1,11240,32980,1122,1.1,1.1
70,4,2,2,11,11,7700,768,1,7700,40860,768,1.1,1.1
80,4,2,2,11,11,8400,838,1,8400,49060,838,1.1,1.1
90,4,2,2,11,11,10820,1078,1,10820,59640,1078,1.1,1.1
100,4,2,2,11,11,8240,823,1,8240,67800,823,1.1,1.1
110,4,2,2,11,11,8180,817,1,8180,76000,817,1.1,1.1
120,4,2,2,11,11,11060,1105,1,11060,86900,1105,1.1,1.1
130,4,2,2,11,11,8080,807,1,8080,95100,807,1.1,1.1
140,4,2,2,11,11,8020,799,1,8020,103260,799,1.1,1.1
150,4,2,2,11,11,10800,1078,1,10800,114240,1078,1.1,1.1
160,4,2,2,11,11,7940,792,1,7940,122420,792,1.1,1.1
170,4,2,2,11,11,8400,839,1,8400,130620,839,1.1,1.1
180,4,2,2,11,11,11040,1102,1,11040,141600,1102,1.1,1.1
