time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,3420,337,1,3420,3340,337,1.5,1.5
30,4,2,2,11,11,7820,778,1,7820,10820,778,1.3,1.3
40,4,2,2,11,11,10200,1017,1,10200,21040,1017,1.2,1.2
50,4,2,2,11,11,8200,818,1,8200,29220,818,1.2,1.2
60,4,2,2,11,11,8500,848,1,8500,37240,848,1.2,1.2
70,4,2,2,11,11,11360,1134,1,11360,48160,1134,1.1,1.1
80,4,2,2,11,11,8280,826,1,8280,56180,826,1.1,1.1
90,4,2,2,11,11,8020,799,1,8020,64380,799,1.1,1.1
100,4,2,2,11,11,10700,1068,1,10700,75280,1068,1.1,1.1
110,4,2,2,11,11,8580,856,1,8580,83460,856,1.1,1.1
120,4,2,2,11,11,8080,806,1,8080,91680,806,1.1,1.1
130,4,2,2,11,11,11000,1098,1,11000,102600,1098,1.1,1.1
140,4,2,2,11,11,7820,781,1,7820,110660,781,1.1,1.1
150,4,2,2,11,11,8200,818,1,8200,118820,818,1.1,1.1
160,4,2,2,11,11,11000,1098,1,11000,129760,1098,1.1,1.1
170,4,2,2,11,11,8340,832,1,8340,137880,832,1.1,1.1
180,4,2,2,11,11,8860,884,1,8860,146120,884,1.1,1.1
