time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,1100,109,1,1100,1020,109,2.4,2.4
40,4,2,2,11,11,9780,975,1,9780,10640,975,1.3,1.3
50,4,2,2,11,11,8100,808,1,8100,18520,808,1.2,1.2
60,4,2,2,11,11,8360,835,1,8360,26480,835,1.2,1.2
70,4,2,2,11,11,10120,1010,1,10120,37180,1010,1.2,1.2
80,4,2,2,11,11,8120,811,1,8120,45360,811,1.2,1.2
90,4,2,2,11,11,7620,760,1,7620,53320,760,1.1,1.1
100,4,2,2,11,11,10920,1091,1,10920,64160,1091,1.1,1.1
110,4,2,2,11,11,7660,765,1,7660,72320,765,1.1,1.1
120,4,2,2,11,11,8120,811,1,8120,80640,811,1.1,1.1
130,4,2,2,11,11,10480,1046,1,10480,91560,1046,1.1,1.1
140,4,2,2,11,11,8060,804,1,8060,99720,804,1.1,1.1
150,4,2,2,11,11,8380,837,1,8380,107900,837,1.1,1.1
160,4,2,2,11,11,10480,1046,1,10480,118820,1046,1.1,1.1
170,4,2,2,11,11,8600,859,1,8600,127000,859,1.1,1.1
180,4,2,2,11,11,7980,797,1,7980,135180,797,1.1,1.1
