time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,0,0,0,0,0.0,0.0
20,4,2,2,11,11,2500,246,1,2500,2260,246,1.7,1.7
30,4,2,2,11,11,6860,679,1,6860,9280,679,1.3,1.3
40,4,2,2,11,11,7620,761,1,7620,17520,761,1.2,1.2
50,4,2,2,11,11,11080,1097,1,11080,28180,1097,1.2,1.2
60,4,2,2,11,11,7600,759,1,7600,36140,759,1.2,1.2
70,4,2,2,11,11,8480,847,1,8480,44340,847,1.1,1.1
80,4,2,2,11,11,7600,759,1,7600,52280,759,1.1,1.1
90,4,2,2,11,11,11000,1098,1,11000,63180,1098,1.1,1.1
100,4,2,2,11,11,8240,823,1,8240,71320,823,1.1,1.1
110,4,2,2,11,11,8720,871,1,8720,79500,871,1.1,1.1
120,4,2,2,11,11,11060,1104,1,11060,90420,1104,1.1,1.1
130,4,2,2,11,11,8120,811,1,8120,98520,811,1.1,1.1
140,4,2,2,11,11,7960,795,1,7960,106680,795,1.1,1.1
150,4,2,2,11,11,10840,1082,1,10840,117640,1082,1.1,1.1
160,4,2,2,11,11,7980,797,1,7980,125860,797,1.1,1.1
170,4,2,2,11,11,8020,801,1,8020,134060,801,1.1,1.1
180,4,2,2,11,11,11220,1120,1,11220,145060,1120,1.1,1.1
