time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
20,4,2,2,11,11,0,0,1,0,0,0,0.0,0.0
30,4,2,2,11,11,6180,615,1,6180,6040,615,1.4,1.4
40,4,2,2,11,11,6760,675,1,6760,12840,675,1.2,1.2
50,4,2,2,11,11,7780,776,1,7780,20500,776,1.2,1.2
60,4,2,2,11,11,10380,1036,1,10380,31260,1036,1.2,1.2
70,4,2,2,11,11,8800,879,1,8800,39440,879,1.2,1.2
80,4,2,2,11,11,8020,801,1,8020,47600,801,1.1,1.1
90,4,2,2,11,11,10900,1084,1,10900,58220,1084,1.2,1.2
100,4,2,2,11,11,8360,834,1,8360,66380,834,1.1,1.1
110,4,2,2,11,11,8140,813,1,8140,74580,813,1.1,1.1
120,4,2,2,11,11,11000,1099,1,11000,85580,1099,1.1,1.1
130,4,2,2,11,11,8360,834,1,8360,93800,834,1.1,1.1
140,4,2,2,11,11,8880,887,1,8880,102000,887,1.1,1.1
150,4,2,2,11,11,7940,793,1,7940,110220,793,1.1,1.1
160,4,2,2,11,11,10900,1089,1,10900,121400,1089,1.1,1.1
170,4,2,2,11,11,8080,807,1,8080,129600,807,1.1,1.1
180,4,2,2,11,11,8780,877,1,8780,137820,877,1.1,1.1
