time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
30,4,4,4,21,21,9260,916,1,1620,860,160,934.6,934.6
40,4,4,4,21,21,55800,5428,1,5860,6700,570,1722.9,1722.9
50,4,4,4,21,21,42940,4228,1,4400,10880,433,1801.9,1801.9
60,4,4,4,21,21,52380,5209,1,5100,16180,507,1871.2,1871.2
70,4,4,4,21,21,123380,12291,1,12060,28860,1201,1465.5,1465.5
81,4,4,4,21,21,111580,10893,1,11520,40180,1124,1272.1,1272.1
91,4,4,4,21,21,122700,12181,1,12960,53020,1286,1061.5,1061.5
101,4,4,4,21,21,270640,26870,1,26980,80480,2678,802.8,802.8
111,4,4,4,21,21,229860,22855,1,23860,104240,2372,695.6,695.6
121,4,4,4,21,21,223340,22123,1,22560,126740,2234,645.6,645.6
131,4,4,4,21,21,326480,32238,1,33560,160660,3313,572.2,572.2
141,4,4,4,21,21,283580,28245,1,29740,189880,2962,517.2,517.2
151,4,4,4,21,21,245800,24438,1,26000,214840,2585,493.9,493.9
161,4,4,4,21,21,416140,41411,1,42280,257520,4207,458.9,458.9
171,4,4,4,21,21,293940,29239,1,29900,287560,2974,441.4,441.4
181,4,4,4,21,21,215400,21434,1,22060,309720,2195,437.6,437.6
