time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,0,0,0,0,0,0,0.0,0.0
20,4,2,2,28,28,13860,1370,10,2040,1840,201,30.9,110.3
30,4,2,2,28,28,106200,10085,10,10720,12520,1018,12.7,22.7
40,4,2,2,28,28,143020,14129,10,14520,26700,1434,10.1,16.0
50,4,2,2,28,28,114360,11344,10,12100,39080,1200,8.9,13.1
60,4,2,2,28,28,168900,16742,10,16640,56620,1649,7.9,10.7
71,4,2,2,28,28,225160,22268,10,22940,79720,2268,7.0,9.3
81,4,2,2,28,28,212940,21183,10,20880,101140,2077,6.4,8.1
91,4,2,2,28,28,280700,27847,10,28000,129460,2777,5.8,7.1
101,4,2,2,28,28,235000,23397,10,24440,153780,2433,5.5,6.6
111,4,2,2,28,28,250780,24739,10,25760,179600,2541,5.3,6.7
121,4,2,2,28,28,244560,24365,10,25060,204800,2496,5.2,6.3
131,4,2,2,28,28,230400,22888,10,23940,228620,2378,5.0,6.1
141,4,2,2,28,28,273460,27215,10,27600,256400,2746,4.9,5.8
151,4,2,2,28,28,241380,24005,10,24140,280540,2400,4.8,5.6
161,4,2,2,28,28,243760,24247,10,25020,305300,2488,4.8,5.5
171,4,2,2,28,28,243200,24048,10,25160,331080,2487,4.7,5.4
181,4,2,2,28,28,248940,24708,10,25040,356440,2485,4.7,5.3
