time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,39560,3924,1,4680,3840,464,764.7,764.7
30,4,2,2,19,19,111900,10894,1,10360,14760,1008,813.3,813.3
40,4,2,2,19,19,145000,14316,1,15060,30040,1486,680.6,680.6
50,4,2,2,19,19,197220,19538,1,20500,49820,2030,590.2,590.2
60,4,2,2,19,19,179900,17843,1,18840,68560,1868,552.7,552.7
70,4,2,2,19,19,261420,25619,1,27280,94860,2673,469.8,469.8
80,4,2,2,19,19,439820,43737,1,45440,139780,4518,389.3,389.3
90,4,2,2,19,19,449280,44624,1,46300,185860,4598,335.6,335.6
101,4,2,2,19,19,419300,41650,1,43280,228920,4299,308.4,308.4
111,4,2,2,19,19,454480,45230,1,46320,275580,4609,297.1,297.1
121,4,2,2,19,19,351460,34756,1,36020,311260,3562,288.2,288.2
131,4,2,2,19,19,408820,40715,1,41200,353460,4103,275.6,275.6
141,4,2,2,19,19,482040,47524,1,49060,403480,4836,267.3,267.3
151,4,2,2,19,19,383580,38080,1,39680,441720,3939,263.4,263.4
161,4,2,2,19,19,424720,42101,1,44020,485580,4363,257.7,257.7
171,4,2,2,19,19,551140,54960,1,55540,542080,5538,250.9,250.9
181,4,2,2,19,19,417200,41156,1,42480,584420,4190,245.2,245.2
