time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,0,0,0,0,0,0,0.0,0.0
20,4,2,2,21,21,5120,506,1,580,580,57,10.2,10.2
30,4,2,2,21,21,31860,3139,1,3300,3800,325,3.8,3.8
40,4,2,2,21,21,49180,4868,1,4940,8900,489,2.6,2.6
50,4,2,2,21,21,32520,3238,1,3180,12100,316,2.6,2.6
60,4,2,2,21,21,73440,7297,1,7780,19680,773,2.2,2.2
70,4,2,2,21,21,66800,6663,1,6360,26600,634,2.0,2.0
80,4,2,2,21,21,61920,6169,1,6340,32960,631,1.9,1.9
90,4,2,2,21,21,91140,9076,1,9680,42200,964,1.8,1.8
100,4,2,2,21,21,68260,6802,1,6840,49300,681,1.7,1.7
110,4,2,2,21,21,67680,6749,1,7280,56120,725,1.6,1.6
120,4,2,2,21,21,95020,9478,1,9380,65840,935,1.6,1.6
130,4,2,2,21,21,69460,6931,1,6960,73020,694,1.5,1.5
140,4,2,2,21,21,60680,6050,1,6160,79120,614,1.5,1.5
150,4,2,2,21,21,92540,9222,1,9500,88620,946,1.5,1.5
160,4,2,2,21,21,72100,7187,1,7280,95960,725,1.5,1.5
170,4,2,2,21,21,64400,6422,1,6940,102660,692,1.5,1.5
180,4,2,2,21,21,96220,9608,1,9780,112460,976,1.4,1.4
