time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,13140,1302,1,1360,1380,134,5.0,5.0
30,4,2,2,19,19,34480,3375,1,3360,4960,328,3.4,3.4
40,4,2,2,19,19,39080,3883,1,4300,8980,427,2.9,2.9
50,4,2,2,19,19,72140,7198,1,7520,16200,750,2.3,2.3
60,4,2,2,19,19,63380,6320,1,6180,22840,616,2.0,2.0
70,4,2,2,19,19,68160,6787,1,7060,29760,703,1.8,1.8
80,4,2,2,19,19,85940,8569,1,8840,38640,881,1.7,1.7
90,4,2,2,19,19,72180,7187,1,7160,45980,712,1.6,1.6
100,4,2,2,19,19,65920,6577,1,7000,52780,698,1.6,1.6
110,4,2,2,19,19,90520,9030,1,9420,61940,939,1.6,1.6
120,4,2,2,19,19,68860,6872,1,7020,68960,700,1.5,1.5
130,4,2,2,19,19,68100,6794,1,7040,75920,702,1.5,1.5
140,4,2,2,19,19,63600,6340,1,6520,82420,650,1.5,1.5
150,4,2,2,19,19,91340,9116,1,9460,91780,944,1.5,1.5
160,4,2,2,19,19,73460,7325,1,7700,99380,767,1.4,1.4
170,4,2,2,19,19,66740,6648,1,7140,106280,711,1.4,1.4
180,4,2,2,19,19,98840,9858,1,10280,116260,1025,1.4,1.4
