time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,0,0,0,0,0,0,0.0,0.0
20,4,2,2,28,28,19360,1913,10,7940,100,784,270.4,1550.0
31,4,2,2,28,28,83100,7635,10,5620,3140,516,10807.7,12060.2
41,4,2,2,28,28,56760,5193,10,4560,8220,417,15503.8,18222.5
52,4,2,2,28,28,64040,6155,10,5800,13940,557,19047.3,24407.6
62,4,2,2,28,28,69040,6813,10,7000,21000,690,19004.2,24249.8
72,4,2,2,28,28,84780,8322,10,9000,29720,883,17165.1,21265.6
82,4,2,2,28,28,74840,7349,10,8500,37600,834,16301.3,19855.0
93,4,2,2,28,28,75880,7486,10,7700,46000,759,15562.3,18874.1
103,4,2,2,28,28,133800,13205,10,13520,59440,1334,14474.5,17746.6
113,4,2,2,28,28,94180,9331,10,10980,70640,1087,13638.2,16727.0
123,4,2,2,28,28,90500,8978,10,7020,77700,696,13326.4,16220.0
133,4,2,2,28,28,84960,8408,10,10040,87060,993,13189.8,15981.0
143,4,2,2,28,28,64440,6093,10,6980,94100,659,13225.1,15820.1
154,4,2,2,28,28,108820,10765,10,10220,103940,1011,12989.5,15084.5
164,4,2,2,28,28,83980,8201,10,10580,114520,1033,12616.3,14286.9
174,4,2,2,28,28,168780,16214,10,15200,129800,1460,12050.5,13593.6
184,4,2,2,28,28,107380,10602,10,10720,140280,1058,11813.6,13282.3
