time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
30,4,4,4,19,19,19100,1902,1,2560,1640,255,1535.6,1535.6
40,4,4,4,19,19,56020,5440,1,5440,7240,528,1600.5,1600.5
50,4,4,4,19,19,56560,5550,1,5620,12420,551,1630.8,1630.8
60,4,4,4,19,19,68060,6776,1,7920,20320,788,1591.5,1591.5
70,4,4,4,19,19,88940,8846,1,9420,29160,936,1429.3,1429.3
80,4,4,4,19,19,116740,11611,1,12660,41240,1259,1199.9,1199.9
90,4,4,4,19,19,135120,13300,1,13080,54380,1287,1070.3,1070.3
101,4,4,4,19,19,232100,23087,1,24760,78460,2462,889.4,889.4
111,4,4,4,19,19,263600,26200,1,26840,105100,2667,742.9,742.9
121,4,4,4,19,19,177500,17647,1,18620,124020,1851,700.8,700.8
131,4,4,4,19,19,408860,40719,1,41160,165100,4099,590.3,590.3
141,4,4,4,19,19,352400,34925,1,36760,201140,3643,527.6,527.6
151,4,4,4,19,19,247880,24686,1,25480,226620,2537,504.5,504.5
161,4,4,4,19,19,390720,38819,1,39040,266640,3878,472.7,472.7
171,4,4,4,19,19,263420,25991,1,28420,293700,2804,458.8,458.8
181,4,4,4,19,19,243420,24230,1,24720,318700,2460,450.0,450.0
