time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,20,1,1,0,0,0,0.0,0.0
30,4,2,2,19,19,17220,1715,1,1820,1800,181,95.3,95.3
40,4,2,2,19,19,39780,3946,1,4040,5940,400,30.4,30.4
50,4,2,2,19,19,48820,4861,1,4660,10900,464,17.3,17.3
60,4,2,2,19,19,78880,7865,1,7900,18980,787,10.6,10.6
70,4,2,2,19,19,67140,6701,1,6780,25940,676,8.1,8.1
80,4,2,2,19,19,62200,6199,1,6460,32160,643,6.8,6.8
90,4,2,2,19,19,91920,9139,1,9660,41620,960,5.6,5.6
100,4,2,2,19,19,70540,7037,1,6840,48840,682,4.9,4.9
110,4,2,2,19,19,68860,6869,1,7220,55880,720,4.4,4.4
120,4,2,2,19,19,97660,9735,1,9620,65940,959,3.9,3.9
130,4,2,2,19,19,71460,7130,1,7800,73300,778,3.7,3.7
140,4,2,2,19,19,60900,6076,1,5820,79520,580,3.5,3.5
150,4,2,2,19,19,96180,9600,1,9560,89540,954,3.2,3.2
160,4,2,2,19,19,73240,7307,1,7360,96980,734,3.1,3.1
170,4,2,2,19,19,70220,7008,1,7180,104280,716,2.9,2.9
180,4,2,2,19,19,97780,9752,1,9760,114260,973,2.8,2.8
