time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,0,0,0,0,0,0,0.0,0.0
20,4,2,2,21,21,20,1,1,0,0,0,0.0,0.0
30,4,2,2,21,21,20680,2046,1,2080,2120,205,91.1,91.1
40,4,2,2,21,21,36400,3588,1,3940,5860,388,34.3,34.3
50,4,2,2,21,21,39580,3942,1,3700,9920,368,21.1,21.1
60,4,2,2,21,21,51960,5177,1,5080,15300,506,14.3,14.3
70,4,2,2,21,21,89380,8889,1,9320,24560,926,9.4,9.4
80,4,2,2,21,21,65780,6557,1,6300,31200,627,7.6,7.6
90,4,2,2,21,21,63800,6358,1,6620,37820,659,6.5,6.5
100,4,2,2,21,21,94520,9426,1,9600,47260,957,5.5,5.5
110,4,2,2,21,21,67400,6727,1,7300,54260,728,4.9,4.9
120,4,2,2,21,21,68860,6868,1,7160,61220,714,4.5,4.5
130,4,2,2,21,21,93900,9372,1,9440,70880,942,4.1,4.1
140,4,2,2,21,21,68640,6847,1,6700,77840,668,3.8,3.8
150,4,2,2,21,21,70760,7056,1,7840,85100,781,3.6,3.6
160,4,2,2,21,21,96940,9674,1,9800,94960,978,3.3,3.3
170,4,2,2,21,21,69740,6960,1,7560,102040,754,3.2,3.2
180,4,2,2,21,21,70600,7045,1,7200,109220,718,3.1,3.1
